Turbine_ID,Month_recorded,Section,Zone,Previous_Over_current_Trips,Lubrication_Type,New_Seal,Planned_shutdowns,Average_RPM,Asset_Age_Score,Average_Vibration_Score,Torque_rating,Bearing_Weight_Score,Insulation_Rating,Fatigue_Score,Asset_Failure
1803,03.Mar,2349,N,0,0,0,0,870,0,23,0,0,9,0,F
1804,09.Sep,2350,N,0,0,0,0,1079,4,28,0,0,17,0,F
1805,03.Mar,2352,N,0,0,0,0,2467,0,10,0,0,10,0,F
1806,09.Sep,2353,N,0,0,0,0,3270,0,62,0,0,24,0,T
1807,10.Oct,2354,N,0,0,0,1,664,0,17,1,0,10,0,F
1808,08.Aug,2357,S,1,0,0,1,910,116,180,1,85,14,8.485281,T
1809,02.Feb,2358,S,0,0,0,1,6648,30,361,1,14,140,0,F
1810,03.Mar,2359,S,0,0,0,1,8151,82,507,1,48,174,0,F
1811,03.Mar,2360,S,0,0,1,0,1489,20,28,1,4,23,1.732051,F
1812,07.Jul,2363,S,0,0,0,0,4519,193,285,0,144,57,13.747727,T
1813,08.Aug,2363,S,0,0,0,3,4519,193,285,3,144,57,13.747727,T
1814,12.Dec,2365,S,0,0,0,0,4239,67,293,0,38,82,8.485281,F
1815,09.Sep,2366,S,0,0,0,0,3834,21,51,0,10,43,4.582576,F
1816,09.Sep,2367,S,0,0,0,0,6292,0,483,0,0,187,0,F
1817,07.Jul,2368,S,0,0,0,0,2599,80,210,0,9,62,8.124038,F
1818,10.Oct,2369,S,0,0,2,3,7800,0,510,5,0,232,0,F
1819,08.Aug,2371,S,0,0,0,0,3418,32,255,0,18,82,0,F
1820,06.Jun,2372,S,1,0,0,0,6007,88,510,0,59,114,0,F
1821,09.Sep,2373,S,0,0,3,5,2847,111,273,8,103,60,1.732051,F
1822,01.Jan,2374,S,0,1,1,1,4839,172,361,2,68,120,0,F
1823,03.Mar,2377,S,1,0,0,1,3088,188,512,1,75,83,5,F
1824,01.Jan,2378,S,0,0,0,0,2137,2,303,0,0,44,0,F
1825,08.Aug,2379,S,0,0,1,2,7918,43,525,5,20,211,0,T
1826,10.Oct,2379,S,0,0,1,2,7918,43,525,3,20,211,0,F
1827,06.Jun,2381,W,0,0,0,1,1416,5,43,1,1,28,0,F
1828,03.Mar,2382,W,0,0,0,0,2827,31,110,3,28,45,0,F
1829,06.Jun,2386,W,0,0,0,0,2734,1,54,0,0,25,0,F
1830,11.Nov,2390,W,0,0,0,0,4419,10,260,0,4,75,0,F
1831,04.Apr,2393,W,0,0,0,0,5242,114,365,0,68,96,0,F
1832,06.Jun,2394,W,0,0,0,0,6047,128,631,0,60,105,0,T
1833,10.Oct,2394,W,0,0,2,6,6047,128,631,9,60,105,0,F
1834,04.Apr,2395,W,0,0,1,4,4923,242,713,5,74,77,2.645751,F
1835,07.Jul,2399,W,0,0,0,1,4769,0,637,1,0,78,0,F
1836,04.Apr,2400,W,0,0,1,1,3613,0,277,2,0,59,0,F
1837,09.Sep,2400,W,0,0,0,0,3613,0,277,0,0,59,0,F
1838,12.Dec,2402,W,0,0,0,0,2426,13,81,0,8,59,0,F
1839,05.May,2403,N,0,0,0,0,131,0,23,0,0,3,0,T
1840,05.May,2403,N,0,0,0,0,131,0,23,0,0,3,0,F
1841,03.Mar,2404,N,0,0,0,0,907,0,0,0,0,0,0,F
1842,04.Apr,2405,N,0,11,0,1,2778,0,133,1,0,68,0,T
1843,09.Sep,2406,N,3,0,1,3,2604,232,502,4,89,52,1,T
1844,05.May,2407,N,2,0,0,2,5324,0,515,2,0,125,0,T
1845,06.Jun,2408,N,0,3,1,8,3977,80,263,9,24,56,0,F
1846,06.Jun,2408,N,0,3,1,8,3977,80,263,9,24,56,0,T
1847,03.Mar,2409,N,0,0,0,1,2706,0,97,1,0,41,0,F
1848,02.Feb,2411,N,3,2,0,0,8451,158,623,1,68,168,0,F
1849,07.Jul,2412,N,4,0,3,5,5888,220,637,9,100,131,6.082763,T
1850,10.Oct,2413,N,0,0,0,0,240,0,18,0,0,3,0,F
1851,06.Jun,2415,N,0,0,0,0,276,1,2,0,0,2,0,F
1852,10.Oct,2416,N,0,0,0,3,5647,11,278,3,0,95,0,F
1853,04.Apr,2417,N,2,2,1,4,7632,33,314,5,7,85,0,F
1854,01.Jan,2420,S,0,0,1,1,3828,201,558,2,176,75,4.690416,F
1855,07.Jul,2421,S,0,1,0,0,2605,131,162,0,72,49,2.645751,F
1856,03.Mar,2424,S,1,0,2,2,4500,92,267,4,32,93,2.236068,F
1857,02.Feb,2425,S,0,0,0,0,660,0,1,0,0,4,0,F
1858,11.Nov,2425,S,0,0,0,0,660,0,1,0,0,4,0,F
1859,05.May,2426,S,1,0,0,0,3930,49,274,0,27,92,2.236068,F
1860,01.Jan,2427,S,0,0,0,0,4755,140,369,0,83,85,7.416198,T
1861,01.Jan,2428,S,3,0,0,0,6283,339,728,0,178,225,0,F
1862,01.Jan,2430,S,0,0,0,0,4282,165,203,0,79,86,2.645751,F
1863,06.Jun,2433,S,0,0,0,1,5453,116,259,1,75,89,1.414214,F
1864,01.Jan,2434,S,0,0,0,0,3492,28,51,0,6,32,2.236068,F
1865,10.Oct,2435,S,0,0,0,0,2637,4,21,0,9,18,0,F
1866,12.Dec,2436,S,0,0,0,0,3916,6,235,0,0,99,1.414214,F
1867,07.Jul,2438,S,0,0,0,0,8342,11,333,0,0,190,3.162278,F
1868,08.Aug,2439,S,0,0,1,2,5675,38,404,4,24,131,4.795832,F
1869,12.Dec,2440,S,0,0,0,0,5510,0,346,0,0,75,0,F
1870,08.Aug,2442,S,0,0,1,2,8295,103,467,3,57,131,9.380832,F
1871,02.Feb,2443,S,0,0,0,0,2919,8,165,0,5,49,0,F
1872,06.Jun,2444,S,0,0,0,0,3288,74,121,0,39,47,9.746794,T
1873,08.Aug,2444,S,0,0,1,3,3288,74,121,4,39,47,9.746794,F
1874,11.Nov,2445,S,0,0,1,3,2874,45,199,4,32,45,2.828427,F
1875,03.Mar,2446,S,0,0,0,0,2115,0,36,1,0,34,0,F
1876,01.Jan,2447,S,0,0,0,0,2920,47,161,0,26,39,5.744563,F
1877,04.Apr,2448,S,0,0,0,0,3476,141,484,0,100,63,15.716234,F
1878,08.Aug,2449,S,0,0,3,8,6709,104,382,11,41,152,8.774964,F
1879,09.Sep,2450,S,3,0,3,5,4219,244,323,9,121,75,8.42615,F
1880,04.Apr,2451,S,0,0,5,5,5047,159,446,10,49,102,10.723805,F
1881,09.Sep,2452,W,0,0,1,5,2068,2,70,7,0,18,0,F
1882,01.Jan,2453,W,0,2,0,0,1433,0,2,0,0,13,0,F
1883,02.Feb,2457,W,0,1,0,1,2612,4,236,1,0,81,0,F
1884,03.Mar,2459,W,2,0,2,4,6224,166,329,7,46,110,11.445523,F
1885,04.Apr,2460,W,0,0,0,0,3291,46,347,0,7,91,0,F
1886,08.Aug,2461,W,1,0,1,3,4256,209,528,4,81,75,7.416198,F
1887,01.Jan,2463,W,0,0,2,4,5503,217,434,7,55,50,6.63325,T
1888,12.Dec,2465,W,0,0,2,3,4649,1,574,5,0,69,1,F
1889,10.Oct,2466,W,0,0,0,1,8717,149,551,1,63,131,4.690416,T
1890,12.Dec,2467,W,0,0,1,2,5708,8,442,3,7,85,0,F
1891,06.Jun,2468,W,0,0,2,4,6412,1,684,6,0,101,0,F
1892,08.Aug,2469,W,0,0,0,1,3159,21,165,1,11,62,0,F
1893,12.Dec,2470,W,0,0,0,0,316,3,11,0,0,3,0,T
1894,03.Mar,2470,W,0,0,2,3,316,3,11,6,0,3,0,T
1895,04.Apr,2470,W,0,0,0,0,316,3,11,0,0,3,0,F
1896,01.Jan,2471,W,0,0,0,0,1237,0,19,0,0,15,0,F
1897,10.Oct,2473,W,0,0,1,2,5382,75,185,4,29,101,0,F
1898,06.Jun,2473,W,0,0,0,1,5382,75,185,1,29,101,0,F
1899,11.Nov,2475,W,0,0,0,0,2417,2,45,0,7,23,0,F
1900,05.May,2476,W,0,0,0,0,2752,0,158,0,4,46,0,F
1901,05.May,2480,N,0,1,0,0,2285,87,214,0,0,47,0,T
1902,07.Jul,2480,N,0,0,2,2,2285,87,214,5,0,47,0,F
1903,01.Jan,2482,N,0,0,2,3,3168,0,402,5,0,86,0,F
1904,10.Oct,2483,N,0,0,1,1,361,0,37,2,0,8,0,T
1905,04.Apr,2484,N,0,0,0,0,540,0,1,0,0,5,0,F
1906,03.Mar,2486,N,0,1,0,0,2035,14,41,0,0,32,0,F
1907,03.Mar,2487,N,0,0,0,0,1284,36,88,0,0,16,0,F
1908,12.Dec,2487,N,0,0,0,0,1284,36,88,0,0,16,0,F
1909,04.Apr,2488,N,0,0,0,0,202,0,8,0,0,2,0,F
1910,07.Jul,2489,N,0,0,0,0,264,13,17,1,0,5,0,F
1911,04.Apr,2490,N,0,0,0,0,2977,29,56,0,0,29,0,F
1912,04.Apr,2492,N,0,0,4,7,5322,347,651,13,185,120,0,T
1913,04.Apr,2493,N,0,0,3,3,2719,37,121,6,12,58,0,F
1914,06.Jun,2494,N,0,0,0,0,5059,99,388,0,57,157,0,F
1915,04.Apr,2496,N,2,1,0,1,4608,213,538,2,152,96,0,T
1916,11.Nov,2498,S,0,0,0,0,3285,162,416,0,120,67,8.124038,F
1917,05.May,2499,S,0,0,1,3,5276,136,527,4,78,108,0,F
1918,08.Aug,2500,S,1,1,0,5,3873,114,249,5,86,85,7.211103,T
1919,08.Aug,2500,S,1,1,0,5,3873,114,249,5,86,85,7.211103,T
1920,10.Oct,2500,S,1,1,2,12,3873,114,249,16,86,85,7.211103,T
1921,02.Feb,2500,S,1,1,0,0,3873,114,249,0,86,85,7.211103,F
1922,03.Mar,2502,S,0,0,0,0,2387,59,174,0,49,45,7.141428,T
1923,03.Mar,2502,S,0,0,0,0,2387,59,174,0,49,45,7.141428,T
1924,02.Feb,2502,S,0,0,0,0,2387,59,174,0,49,45,7.141428,F
1925,02.Feb,2504,S,0,0,0,1,816,12,23,3,8,8,3.464102,F
1926,10.Oct,2505,S,0,1,0,1,5044,141,328,1,97,136,14.106736,F
1927,11.Nov,2506,S,1,0,0,4,5806,210,276,6,121,96,14.106736,T
1928,08.Aug,2507,S,0,0,0,0,1854,17,33,0,8,25,4.123106,F
1929,08.Aug,2508,S,0,0,0,0,2859,30,77,0,11,62,4.795832,F
1930,01.Jan,2514,S,0,0,0,0,1264,63,75,0,48,18,4.690416,T
1931,05.May,2516,S,0,0,0,0,3085,37,136,0,8,65,5.567764,F
1932,02.Feb,2517,S,1,0,0,0,1529,129,195,0,44,26,5.291503,F
1933,01.Jan,2518,S,0,0,1,1,3097,198,247,2,83,50,1,T
1934,07.Jul,2519,W,0,0,0,2,1276,127,178,2,78,20,5.477226,F
1935,07.Jul,2520,W,0,0,0,0,0,7,8,0,0,0,1.414214,F
1936,10.Oct,2524,W,0,0,0,0,1255,30,34,0,21,16,0,F
1937,03.Mar,2525,W,2,0,0,0,195,1,4,0,3,3,1,F
1938,07.Jul,2525,W,0,0,0,0,195,1,4,0,3,3,1,T
1939,10.Oct,2525,W,1,0,0,0,195,1,4,0,3,3,1,T
1940,10.Oct,2528,W,0,0,0,0,1760,59,337,0,24,37,0,F
1941,12.Dec,2529,W,3,6,0,0,2243,3,186,0,0,51,0,F
1942,09.Sep,2530,W,0,0,0,0,922,8,10,0,0,7,0,F
1943,05.May,2531,W,0,0,0,0,1149,0,37,0,0,21,0,F
1944,04.Apr,2537,W,0,0,1,1,2179,71,117,2,5,29,10.583005,F
1945,01.Jan,2538,W,0,0,1,2,3732,58,301,3,1,60,6.928203,F
1946,04.Apr,2539,W,0,0,0,0,1940,32,83,0,1,35,0,F
1947,05.May,2542,W,0,0,1,1,1153,24,41,2,4,13,1.732051,F
1948,02.Feb,2544,W,0,0,0,0,3857,5,99,0,0,63,0,F
1949,03.Mar,2546,N,0,0,0,0,1523,1,1,0,0,1,0,F
1950,02.Feb,2549,N,0,0,2,4,4543,0,365,6,0,120,0,F
1951,03.Mar,2550,N,0,0,0,0,8855,2,650,0,0,315,0,F
1952,01.Jan,2552,N,0,1,1,2,3646,43,298,3,16,92,0,F
1953,01.Jan,2553,N,0,0,0,0,5995,75,311,0,8,142,0,F
1954,10.Oct,2553,N,0,0,0,3,5995,75,311,3,8,142,0,F
1955,06.Jun,2554,N,0,0,1,2,4947,0,238,3,0,106,0,F
1956,05.May,2559,N,1,0,3,3,4190,129,423,8,96,138,0,F
1957,08.Aug,2560,S,0,0,0,3,5029,129,372,4,127,94,11.313708,F
1958,07.Jul,2561,S,1,0,1,1,4627,133,345,2,111,94,1.414214,T
1959,02.Feb,2562,S,0,0,0,0,1527,66,130,0,42,32,4.690416,F
1960,12.Dec,2566,S,0,0,2,6,4976,1,232,9,0,96,0,F
1961,01.Jan,2568,S,0,0,2,2,4763,477,682,4,269,93,13.304135,T
1962,11.Nov,2569,S,0,0,0,0,3540,175,331,0,119,66,9.591663,F
1963,10.Oct,2570,S,0,1,3,5,4277,116,256,8,61,68,1.732051,F
1964,10.Oct,2573,S,0,0,2,8,3318,282,541,12,180,57,8.888194,F
1965,04.Apr,2574,S,0,0,0,1,1995,0,157,2,0,23,0,F
1966,11.Nov,2575,W,0,0,0,0,419,42,106,0,22,5,0,F
1967,02.Feb,2578,W,2,0,3,2,2066,169,374,5,88,42,4.472136,F
1968,08.Aug,2579,W,0,0,1,1,1489,136,147,2,68,22,1.414214,F
1969,06.Jun,2580,W,0,0,2,10,4750,52,616,13,40,121,1,T
1970,12.Dec,2580,W,1,0,1,3,4750,52,616,4,40,121,1,F
1971,02.Feb,2582,W,0,0,0,4,3186,266,416,4,87,52,0,F
1972,02.Feb,2583,W,2,0,4,5,4399,256,432,9,110,82,0,T
1973,07.Jul,2583,W,3,0,3,7,4399,256,432,11,110,82,0,T
1974,09.Sep,2587,W,0,0,0,0,4195,79,323,0,25,72,0,F
1975,05.May,2589,W,0,0,0,3,2734,69,186,3,35,55,0,F
1976,09.Sep,2590,W,0,0,0,1,3645,95,298,1,40,67,0,F
1977,06.Jun,2591,W,0,0,0,0,1336,22,95,0,1,32,0,F
1978,02.Feb,2592,W,0,0,0,0,3938,27,149,0,4,78,0,F
1979,07.Jul,2593,W,0,0,0,0,1910,13,74,0,8,56,0,F
1980,03.Mar,2598,N,0,0,1,0,1374,34,139,1,0,28,0,F
1981,11.Nov,2599,N,0,0,0,0,3762,15,79,0,0,31,0,F
1982,05.May,2600,N,0,0,0,0,165,2,11,0,0,2,0,T
1983,09.Sep,2600,N,1,0,0,0,165,2,11,0,0,2,0,F
1984,02.Feb,2601,N,0,1,0,0,1159,33,69,0,0,18,0,F
1985,08.Aug,2602,N,0,0,0,0,1661,0,45,0,0,24,0,F
1986,09.Sep,2604,N,0,0,1,6,2599,0,29,8,0,3,0,F
1987,11.Nov,2605,N,0,0,0,0,0,0,0,0,0,0,0,F
1988,06.Jun,2606,S,0,0,0,0,2530,114,163,0,54,51,1.414214,F
1989,12.Dec,2611,S,0,0,0,0,4251,96,277,0,42,75,6.480741,F
1990,08.Aug,2612,S,2,0,2,3,6164,525,662,5,219,78,22.36068,T
1991,09.Sep,2613,S,2,0,1,2,7461,456,625,3,246,132,19.052559,T
1992,02.Feb,2613,S,0,0,2,5,7461,456,625,7,246,132,19.052559,T
1993,04.Apr,2613,S,1,0,5,11,7461,456,625,19,246,132,19.052559,T
1994,07.Jul,2614,S,0,1,1,3,3881,178,411,6,76,53,1.414214,F
1995,03.Mar,2615,S,0,0,1,0,3102,118,223,1,71,58,1,T
1996,10.Oct,2615,S,0,0,0,0,3102,118,223,0,71,58,1,F
1997,02.Feb,2616,S,0,0,1,1,2457,132,305,2,111,42,1.414214,F
1998,07.Jul,2620,S,0,0,0,1,959,84,152,1,66,14,0,F
1999,02.Feb,2625,W,0,0,0,1,2554,94,266,1,48,53,0,F
2000,03.Mar,2626,W,0,0,0,0,3001,117,241,0,68,37,0,F
2001,02.Feb,2628,W,0,0,1,3,5520,88,635,4,32,158,0,F
2002,02.Feb,2630,W,0,0,0,1,4594,57,117,1,18,48,0,F
2003,06.Jun,2632,W,0,0,0,0,2676,0,18,0,0,23,0,F
2004,01.Jan,2633,W,0,0,0,0,832,65,110,0,11,12,0,F
2005,02.Feb,2641,W,2,0,0,0,2700,14,36,0,4,26,3,F
2006,01.Jan,2642,W,0,0,0,0,938,8,26,0,3,15,0,F
2007,09.Sep,2643,W,0,0,1,0,4260,0,102,1,0,86,0,F
2008,10.Oct,2644,W,0,0,0,1,5218,0,263,1,0,117,0,F
2009,03.Mar,2645,N,1,1,0,0,432,0,7,0,0,6,0,F
2010,03.Mar,2647,N,0,0,1,1,1923,1,2,2,0,1,0,F
2011,05.May,2649,N,1,0,2,1,4538,140,343,3,0,49,6.244998,T
2012,04.Apr,2649,N,1,0,5,6,4538,140,343,13,0,49,6.244998,T
2013,04.Apr,2649,N,1,0,5,6,4538,140,343,13,0,49,6.244998,T
2014,09.Sep,2650,N,0,0,0,0,1997,24,226,0,0,55,0,F
2015,06.Jun,2652,N,1,0,0,1,1316,23,51,1,0,14,0,F
2016,03.Mar,2654,N,0,0,0,1,832,16,52,1,0,11,0,F
2017,10.Oct,2657,S,0,0,0,0,1784,0,249,0,0,66,0,F
2018,03.Mar,2658,S,0,0,1,0,3138,0,53,1,0,40,0,F
2019,01.Jan,2660,S,0,0,0,0,2057,55,99,0,28,30,5.567764,F
2020,05.May,2663,S,0,2,1,1,3504,122,239,2,85,76,2.236068,T
2021,09.Sep,2663,S,0,2,2,2,3504,122,239,4,85,76,2.236068,F
2022,10.Oct,2664,S,2,0,0,3,2903,142,194,3,74,59,9.949874,T
2023,05.May,2665,S,0,0,0,0,3370,4,262,0,4,81,0,F
2024,12.Dec,2666,S,0,0,0,0,2183,53,60,0,42,28,0,F
2025,07.Jul,2672,S,0,0,2,2,1337,97,221,4,89,27,0,F
2026,06.Jun,2674,W,0,0,1,0,2808,0,1,1,0,7,0,F
2027,09.Sep,2675,W,1,0,0,0,3518,22,81,0,13,21,4.242641,F
2028,04.Apr,2676,W,0,0,0,0,859,7,45,0,2,11,0,F
2029,12.Dec,2678,W,0,1,1,1,541,0,64,2,0,5,0,F
2030,02.Feb,2680,W,1,0,1,2,626,82,119,3,18,4,1.732051,F
2031,04.Apr,2681,W,0,0,1,1,3388,74,152,3,19,31,0,F
2032,05.May,2684,W,0,1,2,4,4501,157,319,6,20,81,2.44949,F
2033,10.Oct,2687,W,0,0,1,4,5258,0,458,6,0,154,1,T
2034,01.Jan,2689,W,0,0,0,1,7078,2,416,2,0,175,1.414214,F
2035,03.Mar,2690,W,0,0,0,0,2412,14,22,0,2,36,2.44949,T
2036,03.Mar,2691,W,0,0,3,6,5056,59,504,9,10,94,3.316625,F
2037,02.Feb,2694,W,0,0,0,0,5830,0,314,0,0,127,0,F
2038,03.Mar,2695,W,0,0,0,0,661,10,49,0,0,14,2,F
2039,10.Oct,2697,W,0,0,1,2,3001,55,212,3,13,65,7.211103,F
2040,11.Nov,2698,W,0,0,0,0,4422,0,157,0,0,150,0,F
2041,09.Sep,2699,W,0,0,0,0,2085,17,40,0,12,20,0,T
2042,04.Apr,2700,W,1,0,3,6,7531,32,496,9,5,123,0,F
2043,08.Aug,2700,W,1,0,4,6,7531,32,496,10,5,123,0,T
2044,05.May,2702,W,0,0,0,1,5276,30,402,1,8,109,0,F
2045,05.May,2703,W,0,0,5,7,4957,252,537,13,84,85,0,F
2046,03.Mar,2704,W,0,0,3,8,4635,29,269,13,20,168,0,F
2047,08.Aug,2706,W,1,0,1,1,9078,0,503,2,0,169,0,F
2048,08.Aug,2708,N,0,0,0,0,340,22,42,0,0,5,0,F
2049,09.Sep,2710,N,0,0,0,0,5011,36,145,0,0,51,0,T
2050,08.Aug,2711,N,0,0,1,0,3898,60,268,1,0,51,0,T
2051,10.Oct,2711,N,0,0,2,1,3898,60,268,3,0,51,0,T
2052,03.Mar,2713,S,0,0,0,1,2246,191,366,1,152,45,9.219544,F
2053,10.Oct,2715,S,0,0,3,3,3680,255,488,7,211,65,0,T
2054,05.May,2717,S,0,0,0,0,2530,25,277,0,12,72,0,F
2055,07.Jul,2718,S,0,0,1,3,1906,54,84,5,32,15,2.828427,T
2056,10.Oct,2718,S,0,0,2,7,1906,54,84,11,32,15,2.828427,T
2057,08.Aug,2718,S,0,0,1,3,1906,54,84,4,32,15,2.828427,F
2058,05.May,2720,S,0,1,0,0,2561,43,83,1,36,34,0,F
2059,06.Jun,2721,S,1,0,0,1,3537,164,325,1,79,57,0,F
2060,04.Apr,2725,S,0,0,2,3,2415,185,286,5,144,45,0,F
2061,09.Sep,2728,S,0,0,0,0,571,0,0,0,0,1,0,F
2062,09.Sep,2729,S,1,0,0,0,5544,262,283,0,323,98,2.236068,F
2063,08.Aug,2731,S,0,5,2,3,1604,43,143,5,44,42,0,F
2064,05.May,2733,W,0,0,0,0,897,2,20,0,0,5,0,F
2065,02.Feb,2736,W,2,0,0,0,3272,93,276,0,60,80,2.828427,F
2066,11.Nov,2737,W,0,0,1,1,1605,5,111,2,5,74,0,F
2067,11.Nov,2738,W,0,0,1,1,3578,277,394,2,131,68,0,F
2068,06.Jun,2739,W,0,0,4,6,5596,267,425,11,157,129,0,F
2069,07.Jul,2741,W,0,0,0,0,3138,10,76,0,6,39,0,F
2070,03.Mar,2742,W,0,0,0,0,965,45,133,0,31,25,0,F
2071,03.Mar,2745,W,0,0,3,1,3198,64,175,4,50,61,1.732051,F
2072,09.Sep,2747,W,0,0,1,2,7337,146,295,3,41,112,11,F
2073,08.Aug,2748,W,0,0,0,0,694,4,17,0,1,9,2.236068,F
2074,08.Aug,2750,W,0,0,0,0,5151,15,166,0,1,74,0,F
2075,05.May,2751,W,0,0,0,3,6694,66,488,3,10,162,8.062258,F
2076,05.May,2753,W,0,0,1,2,5710,259,601,3,63,128,1.414214,F
2077,02.Feb,2754,W,0,0,0,3,3724,119,590,4,21,64,0,F
2078,10.Oct,2755,W,1,0,0,0,4753,45,395,1,8,114,0,F
2079,10.Oct,2756,W,0,0,1,2,4603,0,188,5,0,43,0,F
2080,05.May,2758,W,0,0,0,0,3286,20,197,0,11,88,0,F
2081,05.May,2759,W,0,0,0,0,3936,0,147,0,0,143,0,F
2082,08.Aug,2760,W,0,0,1,1,1598,0,209,2,0,38,0,F
2083,10.Oct,2761,N,0,0,0,0,2032,30,98,0,0,38,0,F
2084,04.Apr,2762,N,0,0,0,2,340,0,0,2,0,2,0,F
2085,12.Dec,2763,N,0,0,0,0,1205,1,1,0,0,6,0,F
2086,02.Feb,2763,N,0,0,0,0,1205,1,1,0,0,6,0,F
2087,02.Feb,2765,N,0,0,0,0,1590,22,67,0,1,8,0,F
2088,09.Sep,2766,S,0,0,0,0,2064,60,168,0,45,27,1,F
2089,09.Sep,2767,S,0,0,0,0,2236,0,8,0,0,30,0,F
2090,09.Sep,2769,S,0,0,3,3,4527,229,466,7,125,84,0,F
2091,10.Oct,2772,S,0,0,0,0,853,30,42,0,6,14,1.414214,F
2092,05.May,2773,S,0,0,0,0,183,25,26,0,12,11,0,F
2093,05.May,2776,S,0,0,0,0,1561,16,92,0,9,39,0,F
2094,10.Oct,2777,W,0,0,0,0,522,32,351,0,21,8,0,F
2095,04.Apr,2778,W,0,0,2,2,3362,493,603,4,373,66,0,F
2096,01.Jan,2780,W,0,0,0,0,2480,0,18,1,0,16,0,F
2097,12.Dec,2781,W,0,0,0,2,2698,175,255,2,48,64,0,F
2098,04.Apr,2783,W,0,0,1,3,1844,71,648,4,37,33,2.44949,F
2099,09.Sep,2784,W,0,0,2,5,2854,259,579,7,131,81,0,F
2100,12.Dec,2786,W,0,0,2,5,3876,126,297,7,58,79,8.544004,F
2101,05.May,2787,W,0,0,1,2,3425,119,360,3,58,46,0,F
2102,09.Sep,2788,W,1,0,1,0,5445,407,759,1,131,88,1.732051,T
2103,05.May,2788,W,1,0,1,2,5445,407,759,3,131,88,1.732051,F
2104,08.Aug,2789,W,0,0,1,1,3035,78,567,2,34,67,0,F
2105,09.Sep,2790,W,0,0,0,0,3778,263,356,0,117,61,0,F
2106,02.Feb,2793,W,0,0,2,3,8690,1074,1254,5,282,133,20.59126,T
2107,10.Oct,2794,W,0,0,1,1,4039,203,407,2,95,69,11.7047,F
2108,10.Oct,2797,W,0,0,0,0,1993,150,215,0,53,29,0,F
2109,10.Oct,2799,W,0,0,0,0,3071,61,171,0,19,64,0,F
2110,06.Jun,2800,W,0,0,1,2,2510,41,251,3,30,80,0,F
2111,04.Apr,2804,W,1,0,0,2,5067,1,210,2,0,97,0,F
2112,01.Jan,2804,W,0,0,0,0,5067,1,210,1,0,97,0,T
2113,08.Aug,2805,N,0,0,0,0,805,15,32,0,0,13,0,F
2114,04.Apr,2806,N,0,0,0,0,924,0,52,0,0,20,0,F
2115,03.Mar,2808,N,0,0,0,2,2781,0,291,2,90,35,0,F
2116,10.Oct,2811,N,0,0,1,1,422,0,60,2,0,12,0,F
2117,05.May,2812,N,2,0,1,6,5061,153,392,7,104,75,0,T
2118,07.Jul,2812,N,3,0,4,10,5061,153,392,14,104,75,0,F
2119,02.Feb,2813,N,0,0,0,0,1667,0,77,0,0,28,0,F
2120,04.Apr,2814,N,0,0,0,1,68,0,11,1,0,1,0,F
2121,05.May,2816,S,0,0,2,3,4374,130,542,6,78,87,0,F
2122,08.Aug,2817,S,0,0,1,4,2197,151,241,5,109,33,5.567764,T
2123,01.Jan,2820,S,0,0,0,0,884,19,86,0,6,17,0,F
2124,01.Jan,2823,S,0,0,0,0,471,1,3,0,0,3,0,F
2125,04.Apr,2826,S,1,0,4,4,3205,298,374,9,177,69,9.327379,T
2126,10.Oct,2826,S,1,0,0,2,3205,298,374,2,177,69,9.327379,T
2127,02.Feb,2826,S,1,0,3,3,3205,298,374,6,177,69,9.327379,T
2128,06.Jun,2826,S,1,0,0,1,3205,298,374,1,177,69,9.327379,F
2129,08.Aug,2827,W,0,0,0,0,3400,0,112,0,0,56,0,F
2130,02.Feb,2828,W,2,1,0,2,6731,423,692,2,287,138,0,F
2131,08.Aug,2829,W,0,0,2,4,2829,7,96,7,5,7,0,F
2132,05.May,2830,W,1,0,0,0,2107,0,193,0,0,48,0,F
2133,08.Aug,2833,W,0,0,0,1,2846,109,425,1,53,65,0,F
2134,05.May,2834,W,0,0,0,1,1646,96,275,1,22,47,0,T
2135,05.May,2836,W,4,3,0,0,665,38,41,0,14,2,4,F
2136,06.Jun,2838,W,0,0,0,0,4292,22,83,0,9,56,0,F
2137,09.Sep,2841,W,2,0,1,4,7224,530,837,7,134,99,15.779734,F
2138,05.May,2843,W,0,0,0,0,0,0,2,0,0,0,0,F
2139,02.Feb,2844,W,0,0,0,0,455,0,1,0,0,9,0,F
2140,01.Jan,2845,W,0,0,0,0,878,23,69,1,1,19,1,F
2141,05.May,2846,W,0,0,0,0,2299,0,88,0,14,37,0,F
2142,02.Feb,2850,N,0,0,0,0,958,25,40,0,0,18,0,F
2143,05.May,2851,N,0,0,0,0,975,0,3,0,0,5,0,F
2144,10.Oct,2854,N,0,0,0,0,3115,101,222,0,55,36,0,F
2145,04.Apr,2856,N,0,0,0,0,2243,0,42,0,0,12,0,F
2146,06.Jun,2858,S,1,0,1,1,4664,518,636,2,384,65,22.36068,F
2147,11.Nov,2859,S,0,0,0,0,2515,0,17,0,0,31,0,F
2148,09.Sep,2860,S,1,0,1,1,4690,91,439,2,45,94,6,T
2149,12.Dec,2860,S,1,0,0,0,4690,91,439,0,45,94,6,F
2150,06.Jun,2861,S,0,0,0,0,2160,0,232,0,0,64,0,F
2151,11.Nov,2862,S,0,0,0,0,2501,0,147,0,0,52,0,F
2152,03.Mar,2863,W,0,0,0,0,4563,92,457,0,62,72,0,F
