Turbine_ID,Temperature_Class_One_Week_Before,Average_Pressure_Score
1424,1. Cold (under 7c),14.230769
1425,4. Hot  (20c and over),15.230769
1426,2. Cool ( 7c - 14c),15.692308
1427,4. Hot  (20c and over),6.923077
1428,1. Cold (under 7c),26.307692
1429,4. Hot  (20c and over),6.923077
1430,2. Cool ( 7c - 14c),20.923077
1431,4. Hot  (20c and over),6.923077
1432,1. Cold (under 7c),19.846154
1433,4. Hot  (20c and over),16.384615
1434,1. Cold (under 7c),14.846154
1435,2. Cool ( 7c - 14c),9.923077
1436,2. Cool ( 7c - 14c),9.923077
1437,2. Cool ( 7c - 14c),9.923077
1438,1. Cold (under 7c),26.846154
1439,3. (Warm 15c- 19c),15.923077
1440,2. Cool ( 7c - 14c),9.923077
1441,1. Cold (under 7c),14.846154
1442,1. Cold (under 7c),14.846154
1443,4. Hot  (20c and over),12.923077
1444,4. Hot  (20c and over),8.692308
1445,4. Hot  (20c and over),16.384615
1446,1. Cold (under 7c),14.307692
1447,3. (Warm 15c- 19c),15.923077
1448,3. (Warm 15c- 19c),15.923077
1449,1. Cold (under 7c),10.769231
1450,1. Cold (under 7c),10.769231
1451,4. Hot  (20c and over),8.692308
1452,2. Cool ( 7c - 14c),17.153846
1453,1. Cold (under 7c),14.846154
1454,4. Hot  (20c and over),12.923077
1455,1. Cold (under 7c),10.769231
1456,1. Cold (under 7c),19.384615
1457,1. Cold (under 7c),22.615385
1458,2. Cool ( 7c - 14c),10.538462
1459,1. Cold (under 7c),14.230769
1460,3. (Warm 15c- 19c),20.615385
1461,2. Cool ( 7c - 14c),15.692308
1462,4. Hot  (20c and over),6.923077
1463,1. Cold (under 7c),15.153846
1464,1. Cold (under 7c),14.230769
1465,1. Cold (under 7c),14.230769
1466,1. Cold (under 7c),14.230769
1467,1. Cold (under 7c),9.846154
1468,3. (Warm 15c- 19c),20.615385
1469,4. Hot  (20c and over),6.923077
1470,1. Cold (under 7c),15.153846
1471,3. (Warm 15c- 19c),20.615385
1472,2. Cool ( 7c - 14c),7.153846
1473,2. Cool ( 7c - 14c),7.384615
1474,1. Cold (under 7c),15.153846
1475,1. Cold (under 7c),18
1476,1. Cold (under 7c),14.230769
1477,4. Hot  (20c and over),12.923077
1478,2. Cool ( 7c - 14c),12.307692
1479,2. Cool ( 7c - 14c),7.384615
1480,1. Cold (under 7c),9.846154
1481,2. Cool ( 7c - 14c),12.307692
1482,2. Cool ( 7c - 14c),7.153846
1483,2. Cool ( 7c - 14c),9.538462
1484,2. Cool ( 7c - 14c),8.769231
1485,1. Cold (under 7c),19.538462
1486,2. Cool ( 7c - 14c),13.307692
1487,2. Cool ( 7c - 14c),9.538462
1488,2. Cool ( 7c - 14c),13.307692
1489,2. Cool ( 7c - 14c),7.153846
1490,4. Hot  (20c and over),6.153846
1491,4. Hot  (20c and over),12.538462
1492,1. Cold (under 7c),14.230769
1493,1. Cold (under 7c),14.230769
1494,1. Cold (under 7c),18
1495,4. Hot  (20c and over),12.538462
1496,2. Cool ( 7c - 14c),9.538462
1497,4. Hot  (20c and over),15.230769
1498,2. Cool ( 7c - 14c),15.692308
1499,1. Cold (under 7c),9.846154
1500,2. Cool ( 7c - 14c),9.923077
1501,4. Hot  (20c and over),12.923077
1502,1. Cold (under 7c),11.384615
1503,2. Cool ( 7c - 14c),8
1504,4. Hot  (20c and over),12.923077
1505,2. Cool ( 7c - 14c),8
1506,2. Cool ( 7c - 14c),9.923077
1507,4. Hot  (20c and over),7.615385
1508,2. Cool ( 7c - 14c),9.923077
1509,1. Cold (under 7c),14.846154
1510,2. Cool ( 7c - 14c),12.846154
1511,2. Cool ( 7c - 14c),9.923077
1512,1. Cold (under 7c),19.153846
1513,4. Hot  (20c and over),16.384615
1514,1. Cold (under 7c),9.692308
1515,2. Cool ( 7c - 14c),9.923077
1516,3. (Warm 15c- 19c),15.923077
1517,2. Cool ( 7c - 14c),9.923077
1518,1. Cold (under 7c),19.846154
1519,2. Cool ( 7c - 14c),9.923077
1520,1. Cold (under 7c),22.538462
1521,2. Cool ( 7c - 14c),13.230769
1522,4. Hot  (20c and over),12.923077
1523,2. Cool ( 7c - 14c),9.923077
1524,1. Cold (under 7c),14.846154
1525,2. Cool ( 7c - 14c),17.153846
1526,1. Cold (under 7c),19.153846
1527,1. Cold (under 7c),14.307692
1528,1. Cold (under 7c),14.307692
1529,4. Hot  (20c and over),13.307692
1530,4. Hot  (20c and over),13.307692
1531,4. Hot  (20c and over),18.076923
1532,4. Hot  (20c and over),16.384615
1533,1. Cold (under 7c),14.846154
1534,2. Cool ( 7c - 14c),17.153846
1535,1. Cold (under 7c),14.846154
1536,4. Hot  (20c and over),19.230769
1537,1. Cold (under 7c),10.769231
1538,1. Cold (under 7c),27.461538
1539,2. Cool ( 7c - 14c),14.615385
1540,2. Cool ( 7c - 14c),17.230769
1541,2. Cool ( 7c - 14c),17.230769
1542,3. (Warm 15c- 19c),20.615385
1543,4. Hot  (20c and over),18.692308
1544,4. Hot  (20c and over),6.923077
1545,2. Cool ( 7c - 14c),8.769231
1546,1. Cold (under 7c),19.538462
1547,2. Cool ( 7c - 14c),7.153846
1548,2. Cool ( 7c - 14c),15.692308
1549,1. Cold (under 7c),15.153846
1550,4. Hot  (20c and over),12.923077
1551,3. (Warm 15c- 19c),20.615385
1552,1. Cold (under 7c),26.307692
1553,4. Hot  (20c and over),18.692308
1554,1. Cold (under 7c),19.538462
1555,4. Hot  (20c and over),15.230769
1556,2. Cool ( 7c - 14c),7.153846
1557,4. Hot  (20c and over),12.538462
1558,2. Cool ( 7c - 14c),8.769231
1559,2. Cool ( 7c - 14c),17.230769
1560,2. Cool ( 7c - 14c),15.692308
1561,1. Cold (under 7c),26.307692
1562,1. Cold (under 7c),15.153846
1563,2. Cool ( 7c - 14c),12.307692
1564,4. Hot  (20c and over),12.538462
1565,2. Cool ( 7c - 14c),7.384615
1566,2. Cool ( 7c - 14c),7.384615
1567,1. Cold (under 7c),15.153846
1568,1. Cold (under 7c),18
1569,4. Hot  (20c and over),12.538462
1570,2. Cool ( 7c - 14c),15.692308
1571,2. Cool ( 7c - 14c),7.384615
1572,2. Cool ( 7c - 14c),7.153846
1573,2. Cool ( 7c - 14c),8.769231
1574,4. Hot  (20c and over),15.230769
1575,2. Cool ( 7c - 14c),13.307692
1576,2. Cool ( 7c - 14c),7.384615
1577,4. Hot  (20c and over),18.692308
1578,3. (Warm 15c- 19c),20.615385
1579,4. Hot  (20c and over),12.923077
1580,3. (Warm 15c- 19c),20.615385
1581,2. Cool ( 7c - 14c),8.769231
1582,2. Cool ( 7c - 14c),7.153846
1583,2. Cool ( 7c - 14c),7.384615
1584,2. Cool ( 7c - 14c),20.923077
1585,2. Cool ( 7c - 14c),15.692308
1586,2. Cool ( 7c - 14c),9.538462
1587,3. (Warm 15c- 19c),20.615385
1588,4. Hot  (20c and over),6.153846
1589,1. Cold (under 7c),18
1590,1. Cold (under 7c),9.846154
1591,4. Hot  (20c and over),12.923077
1592,2. Cool ( 7c - 14c),8.769231
1593,4. Hot  (20c and over),6.923077
1594,2. Cool ( 7c - 14c),8.769231
1595,1. Cold (under 7c),18
1596,4. Hot  (20c and over),16.384615
1597,4. Hot  (20c and over),7.615385
1598,3. (Warm 15c- 19c),15.923077
1599,2. Cool ( 7c - 14c),8
1600,3. (Warm 15c- 19c),15.923077
1601,4. Hot  (20c and over),8.692308
1602,4. Hot  (20c and over),7.615385
1603,1. Cold (under 7c),14.307692
1604,1. Cold (under 7c),19.846154
1605,4. Hot  (20c and over),18.076923
1606,4. Hot  (20c and over),7.615385
1607,2. Cool ( 7c - 14c),12.846154
1608,1. Cold (under 7c),22.538462
1609,4. Hot  (20c and over),13.307692
1610,1. Cold (under 7c),10.769231
1611,4. Hot  (20c and over),18.076923
1612,4. Hot  (20c and over),16.384615
1613,4. Hot  (20c and over),12.923077
1614,2. Cool ( 7c - 14c),17.230769
1615,2. Cool ( 7c - 14c),9.538462
1616,2. Cool ( 7c - 14c),20.923077
1617,1. Cold (under 7c),15.153846
1618,4. Hot  (20c and over),12.538462
1619,2. Cool ( 7c - 14c),13.307692
1620,1. Cold (under 7c),15.153846
1621,2. Cool ( 7c - 14c),13.307692
1622,2. Cool ( 7c - 14c),17.230769
1623,4. Hot  (20c and over),6.923077
1624,4. Hot  (20c and over),6.923077
1625,1. Cold (under 7c),18
1626,4. Hot  (20c and over),15.230769
1627,2. Cool ( 7c - 14c),20.923077
1628,3. (Warm 15c- 19c),20.615385
1629,2. Cool ( 7c - 14c),12.307692
1630,1. Cold (under 7c),19.538462
1631,2. Cool ( 7c - 14c),9.538462
1632,4. Hot  (20c and over),12.538462
1633,1. Cold (under 7c),26.307692
1634,2. Cool ( 7c - 14c),12.307692
1635,4. Hot  (20c and over),6.153846
1636,2. Cool ( 7c - 14c),13.307692
1637,1. Cold (under 7c),18
1638,4. Hot  (20c and over),6.153846
1639,4. Hot  (20c and over),6.153846
1640,1. Cold (under 7c),15.153846
1641,2. Cool ( 7c - 14c),12.307692
1642,2. Cool ( 7c - 14c),8.769231
1643,4. Hot  (20c and over),12.538462
1644,4. Hot  (20c and over),6.153846
1645,2. Cool ( 7c - 14c),7.384615
1646,4. Hot  (20c and over),15.230769
1647,2. Cool ( 7c - 14c),15.692308
1648,1. Cold (under 7c),9.846154
1649,4. Hot  (20c and over),12.538462
1650,2. Cool ( 7c - 14c),9.538462
1651,2. Cool ( 7c - 14c),7.384615
1652,2. Cool ( 7c - 14c),7.384615
1653,2. Cool ( 7c - 14c),12.307692
1654,2. Cool ( 7c - 14c),9.538462
1655,4. Hot  (20c and over),12.923077
1656,4. Hot  (20c and over),6.923077
1657,4. Hot  (20c and over),6.153846
1658,2. Cool ( 7c - 14c),15.692308
1659,2. Cool ( 7c - 14c),12.307692
1660,4. Hot  (20c and over),18.692308
1661,2. Cool ( 7c - 14c),7.384615
1662,4. Hot  (20c and over),12.923077
1663,1. Cold (under 7c),18
1664,2. Cool ( 7c - 14c),15.692308
1665,1. Cold (under 7c),9.846154
1666,1. Cold (under 7c),15.153846
1667,4. Hot  (20c and over),12.923077
1668,4. Hot  (20c and over),6.153846
1669,2. Cool ( 7c - 14c),17.230769
1670,4. Hot  (20c and over),19.230769
1671,1. Cold (under 7c),22.538462
1672,4. Hot  (20c and over),7.615385
1673,1. Cold (under 7c),9.692308
1674,2. Cool ( 7c - 14c),17.153846
1675,4. Hot  (20c and over),18.076923
1676,4. Hot  (20c and over),12.923077
1677,2. Cool ( 7c - 14c),13.230769
1678,2. Cool ( 7c - 14c),17.153846
1679,4. Hot  (20c and over),19.230769
1680,1. Cold (under 7c),22.538462
1681,1. Cold (under 7c),19.153846
1682,4. Hot  (20c and over),8.692308
1683,1. Cold (under 7c),22.615385
1684,1. Cold (under 7c),18
1685,1. Cold (under 7c),18
1686,4. Hot  (20c and over),18.692308
1687,2. Cool ( 7c - 14c),13.307692
1688,2. Cool ( 7c - 14c),8.769231
1689,4. Hot  (20c and over),12.538462
1690,2. Cool ( 7c - 14c),13.307692
1691,4. Hot  (20c and over),15.230769
1692,4. Hot  (20c and over),12.923077
1693,4. Hot  (20c and over),6.923077
1694,4. Hot  (20c and over),6.153846
1695,2. Cool ( 7c - 14c),7.153846
1696,1. Cold (under 7c),19.538462
1697,1. Cold (under 7c),26.307692
1698,3. (Warm 15c- 19c),20.615385
1699,2. Cool ( 7c - 14c),13.307692
1700,4. Hot  (20c and over),6.923077
1701,1. Cold (under 7c),15.153846
1702,4. Hot  (20c and over),6.153846
1703,1. Cold (under 7c),18
1704,2. Cool ( 7c - 14c),17.230769
1705,2. Cool ( 7c - 14c),12.307692
1706,2. Cool ( 7c - 14c),17.230769
1707,1. Cold (under 7c),26.307692
1708,2. Cool ( 7c - 14c),13.307692
1709,2. Cool ( 7c - 14c),7.153846
1710,2. Cool ( 7c - 14c),9.538462
1711,1. Cold (under 7c),14.230769
1712,4. Hot  (20c and over),12.538462
1713,1. Cold (under 7c),26.307692
1714,2. Cool ( 7c - 14c),8.769231
1715,2. Cool ( 7c - 14c),20.923077
1716,4. Hot  (20c and over),12.538462
1717,4. Hot  (20c and over),6.153846
1718,4. Hot  (20c and over),6.153846
1719,1. Cold (under 7c),14.230769
1720,2. Cool ( 7c - 14c),13.307692
1721,4. Hot  (20c and over),6.153846
1722,2. Cool ( 7c - 14c),20.923077
1723,2. Cool ( 7c - 14c),15.692308
1724,2. Cool ( 7c - 14c),7.153846
1725,2. Cool ( 7c - 14c),15.692308
1726,2. Cool ( 7c - 14c),12.307692
1727,2. Cool ( 7c - 14c),9.538462
1728,1. Cold (under 7c),9.846154
1729,1. Cold (under 7c),14.230769
1730,4. Hot  (20c and over),6.923077
1731,2. Cool ( 7c - 14c),8
1732,1. Cold (under 7c),26.846154
1733,4. Hot  (20c and over),12.923077
1734,1. Cold (under 7c),9.692308
1735,4. Hot  (20c and over),12.923077
1736,1. Cold (under 7c),14.307692
1737,4. Hot  (20c and over),13.307692
1738,2. Cool ( 7c - 14c),17.230769
1739,4. Hot  (20c and over),20.538462
1740,1. Cold (under 7c),30.153846
1741,4. Hot  (20c and over),18.692308
1742,1. Cold (under 7c),19.538462
1743,1. Cold (under 7c),18
1744,2. Cool ( 7c - 14c),7.153846
1745,2. Cool ( 7c - 14c),15.692308
1746,4. Hot  (20c and over),18.692308
1747,1. Cold (under 7c),18
1748,3. (Warm 15c- 19c),20.615385
1749,1. Cold (under 7c),15.153846
1750,1. Cold (under 7c),18
1751,4. Hot  (20c and over),15.230769
1752,4. Hot  (20c and over),6.153846
1753,1. Cold (under 7c),14.230769
1754,2. Cool ( 7c - 14c),8.769231
1755,3. (Warm 15c- 19c),20.615385
1756,4. Hot  (20c and over),18.692308
1757,4. Hot  (20c and over),18.692308
1758,4. Hot  (20c and over),6.923077
1759,2. Cool ( 7c - 14c),15.692308
1760,2. Cool ( 7c - 14c),7.153846
1761,4. Hot  (20c and over),12.538462
1762,4. Hot  (20c and over),12.538462
1763,1. Cold (under 7c),15.153846
1764,4. Hot  (20c and over),18.692308
1765,2. Cool ( 7c - 14c),20.923077
1766,4. Hot  (20c and over),6.153846
1767,3. (Warm 15c- 19c),20.615385
1768,4. Hot  (20c and over),6.923077
1769,1. Cold (under 7c),18
1770,1. Cold (under 7c),26.307692
1771,4. Hot  (20c and over),6.153846
1772,2. Cool ( 7c - 14c),12.307692
1773,1. Cold (under 7c),19.538462
1774,4. Hot  (20c and over),6.923077
1775,4. Hot  (20c and over),15.230769
1776,2. Cool ( 7c - 14c),17.230769
1777,1. Cold (under 7c),26.307692
1778,2. Cool ( 7c - 14c),12.307692
1779,4. Hot  (20c and over),18.692308
1780,1. Cold (under 7c),26.307692
1781,2. Cool ( 7c - 14c),8.769231
1782,2. Cool ( 7c - 14c),20.923077
1783,1. Cold (under 7c),18
1784,1. Cold (under 7c),15.153846
1785,3. (Warm 15c- 19c),20.615385
1786,1. Cold (under 7c),14.230769
1787,1. Cold (under 7c),18
1788,2. Cool ( 7c - 14c),13.307692
1789,1. Cold (under 7c),9.846154
1790,4. Hot  (20c and over),18.692308
1791,2. Cool ( 7c - 14c),13.307692
1792,2. Cool ( 7c - 14c),17.230769
1793,1. Cold (under 7c),18
1794,2. Cool ( 7c - 14c),20.923077
1795,2. Cool ( 7c - 14c),9.538462
1796,4. Hot  (20c and over),12.538462
1797,4. Hot  (20c and over),6.923077
1798,1. Cold (under 7c),14.846154
1799,1. Cold (under 7c),9.692308
1800,4. Hot  (20c and over),13.307692
1801,2. Cool ( 7c - 14c),13.230769
1802,1. Cold (under 7c),19.846154
1803,2. Cool ( 7c - 14c),12.846154
1804,4. Hot  (20c and over),12.923077
1805,3. (Warm 15c- 19c),17.615385
1806,4. Hot  (20c and over),14.538462
1807,4. Hot  (20c and over),20.538462
1808,2. Cool ( 7c - 14c),17.230769
1809,2. Cool ( 7c - 14c),7.384615
1810,4. Hot  (20c and over),15.230769
1811,4. Hot  (20c and over),15.230769
1812,2. Cool ( 7c - 14c),8.769231
1813,1. Cold (under 7c),15.153846
1814,1. Cold (under 7c),18
1815,3. (Warm 15c- 19c),20.615385
1816,3. (Warm 15c- 19c),20.615385
1817,2. Cool ( 7c - 14c),15.692308
1818,2. Cool ( 7c - 14c),7.153846
1819,2. Cool ( 7c - 14c),17.230769
1820,1. Cold (under 7c),9.846154
1821,4. Hot  (20c and over),12.538462
1822,1. Cold (under 7c),26.307692
1823,4. Hot  (20c and over),15.230769
1824,2. Cool ( 7c - 14c),13.307692
1825,2. Cool ( 7c - 14c),17.230769
1826,2. Cool ( 7c - 14c),7.153846
1827,2. Cool ( 7c - 14c),9.538462
1828,4. Hot  (20c and over),15.230769
1829,1. Cold (under 7c),9.846154
1830,1. Cold (under 7c),19.538462
1831,1. Cold (under 7c),14.230769
1832,1. Cold (under 7c),9.846154
1833,2. Cool ( 7c - 14c),7.153846
1834,1. Cold (under 7c),14.230769
1835,2. Cool ( 7c - 14c),8.769231
1836,1. Cold (under 7c),14.230769
1837,4. Hot  (20c and over),12.538462
1838,1. Cold (under 7c),19.153846
1839,4. Hot  (20c and over),13.307692
1840,4. Hot  (20c and over),7.615385
1841,2. Cool ( 7c - 14c),12.846154
1842,1. Cold (under 7c),14.307692
1843,4. Hot  (20c and over),12.923077
1844,4. Hot  (20c and over),7.615385
1845,1. Cold (under 7c),11.384615
1846,1. Cold (under 7c),11.384615
1847,2. Cool ( 7c - 14c),12.846154
1848,1. Cold (under 7c),22.538462
1849,2. Cool ( 7c - 14c),9.923077
1850,4. Hot  (20c and over),18.076923
1851,1. Cold (under 7c),10.769231
1852,4. Hot  (20c and over),20.538462
1853,2. Cool ( 7c - 14c),14.615385
1854,1. Cold (under 7c),26.307692
1855,2. Cool ( 7c - 14c),15.692308
1856,4. Hot  (20c and over),15.230769
1857,2. Cool ( 7c - 14c),20.923077
1858,1. Cold (under 7c),19.538462
1859,4. Hot  (20c and over),6.153846
1860,1. Cold (under 7c),26.307692
1861,2. Cool ( 7c - 14c),13.307692
1862,2. Cool ( 7c - 14c),13.307692
1863,2. Cool ( 7c - 14c),9.538462
1864,2. Cool ( 7c - 14c),13.307692
1865,4. Hot  (20c and over),18.692308
1866,1. Cold (under 7c),18
1867,2. Cool ( 7c - 14c),15.692308
1868,2. Cool ( 7c - 14c),17.230769
1869,1. Cold (under 7c),18
1870,1. Cold (under 7c),15.153846
1871,2. Cool ( 7c - 14c),20.923077
1872,2. Cool ( 7c - 14c),9.538462
1873,1. Cold (under 7c),15.153846
1874,1. Cold (under 7c),19.538462
1875,4. Hot  (20c and over),15.230769
1876,1. Cold (under 7c),26.307692
1877,1. Cold (under 7c),14.230769
1878,2. Cool ( 7c - 14c),17.230769
1879,3. (Warm 15c- 19c),20.615385
1880,4. Hot  (20c and over),6.923077
1881,3. (Warm 15c- 19c),20.615385
1882,1. Cold (under 7c),26.307692
1883,2. Cool ( 7c - 14c),20.923077
1884,2. Cool ( 7c - 14c),12.307692
1885,1. Cold (under 7c),14.230769
1886,1. Cold (under 7c),15.153846
1887,2. Cool ( 7c - 14c),13.307692
1888,1. Cold (under 7c),18
1889,4. Hot  (20c and over),18.692308
1890,1. Cold (under 7c),18
1891,2. Cool ( 7c - 14c),9.538462
1892,1. Cold (under 7c),14.846154
1893,1. Cold (under 7c),19.153846
1894,4. Hot  (20c and over),16.384615
1895,1. Cold (under 7c),14.307692
1896,2. Cool ( 7c - 14c),13.230769
1897,4. Hot  (20c and over),18.076923
1898,1. Cold (under 7c),10.769231
1899,1. Cold (under 7c),19.846154
1900,4. Hot  (20c and over),7.615385
1901,4. Hot  (20c and over),7.615385
1902,2. Cool ( 7c - 14c),9.923077
1903,1. Cold (under 7c),26.846154
1904,1. Cold (under 7c),9.692308
1905,1. Cold (under 7c),14.307692
1906,4. Hot  (20c and over),16.384615
1907,4. Hot  (20c and over),16.384615
1908,1. Cold (under 7c),19.153846
1909,4. Hot  (20c and over),8.692308
1910,3. (Warm 15c- 19c),15.923077
1911,2. Cool ( 7c - 14c),14.615385
1912,4. Hot  (20c and over),9.307692
1913,2. Cool ( 7c - 14c),14.615385
1914,1. Cold (under 7c),10.384615
1915,4. Hot  (20c and over),9.307692
1916,1. Cold (under 7c),19.538462
1917,4. Hot  (20c and over),12.923077
1918,1. Cold (under 7c),15.153846
1919,1. Cold (under 7c),15.153846
1920,4. Hot  (20c and over),18.692308
1921,2. Cool ( 7c - 14c),7.384615
1922,2. Cool ( 7c - 14c),12.307692
1923,2. Cool ( 7c - 14c),12.307692
1924,2. Cool ( 7c - 14c),7.384615
1925,2. Cool ( 7c - 14c),7.384615
1926,4. Hot  (20c and over),18.692308
1927,1. Cold (under 7c),19.538462
1928,2. Cool ( 7c - 14c),17.230769
1929,1. Cold (under 7c),15.153846
1930,1. Cold (under 7c),26.307692
1931,4. Hot  (20c and over),12.923077
1932,2. Cool ( 7c - 14c),20.923077
1933,1. Cold (under 7c),26.307692
1934,2. Cool ( 7c - 14c),15.692308
1935,2. Cool ( 7c - 14c),8.769231
1936,4. Hot  (20c and over),18.692308
1937,4. Hot  (20c and over),15.230769
1938,2. Cool ( 7c - 14c),8.769231
1939,4. Hot  (20c and over),18.692308
1940,2. Cool ( 7c - 14c),7.153846
1941,1. Cold (under 7c),18
1942,4. Hot  (20c and over),12.538462
1943,4. Hot  (20c and over),6.153846
1944,1. Cold (under 7c),14.230769
1945,1. Cold (under 7c),26.307692
1946,4. Hot  (20c and over),8.692308
1947,4. Hot  (20c and over),7.615385
1948,2. Cool ( 7c - 14c),8
1949,4. Hot  (20c and over),16.384615
1950,1. Cold (under 7c),22.615385
1951,2. Cool ( 7c - 14c),14.076923
1952,1. Cold (under 7c),27.461538
1953,1. Cold (under 7c),27.461538
1954,4. Hot  (20c and over),20.538462
1955,2. Cool ( 7c - 14c),9.846154
1956,4. Hot  (20c and over),12.538462
1957,2. Cool ( 7c - 14c),17.230769
1958,2. Cool ( 7c - 14c),15.692308
1959,2. Cool ( 7c - 14c),20.923077
1960,1. Cold (under 7c),18
1961,1. Cold (under 7c),26.307692
1962,1. Cold (under 7c),19.538462
1963,2. Cool ( 7c - 14c),7.153846
1964,4. Hot  (20c and over),18.692308
1965,4. Hot  (20c and over),6.923077
1966,1. Cold (under 7c),19.538462
1967,2. Cool ( 7c - 14c),7.384615
1968,2. Cool ( 7c - 14c),17.230769
1969,2. Cool ( 7c - 14c),9.538462
1970,1. Cold (under 7c),18
1971,2. Cool ( 7c - 14c),20.923077
1972,2. Cool ( 7c - 14c),20.923077
1973,2. Cool ( 7c - 14c),15.692308
1974,3. (Warm 15c- 19c),20.615385
1975,4. Hot  (20c and over),13.307692
1976,4. Hot  (20c and over),12.923077
1977,1. Cold (under 7c),10.769231
1978,1. Cold (under 7c),22.538462
1979,2. Cool ( 7c - 14c),9.923077
1980,2. Cool ( 7c - 14c),12.846154
1981,1. Cold (under 7c),19.846154
1982,4. Hot  (20c and over),7.615385
1983,4. Hot  (20c and over),12.923077
1984,2. Cool ( 7c - 14c),8
1985,1. Cold (under 7c),14.846154
1986,3. (Warm 15c- 19c),37.076923
1987,1. Cold (under 7c),23.384615
1988,2. Cool ( 7c - 14c),9.538462
1989,1. Cold (under 7c),18
1990,1. Cold (under 7c),15.153846
1991,4. Hot  (20c and over),12.538462
1992,2. Cool ( 7c - 14c),20.923077
1993,4. Hot  (20c and over),6.923077
1994,2. Cool ( 7c - 14c),8.769231
1995,4. Hot  (20c and over),15.230769
1996,4. Hot  (20c and over),18.692308
1997,2. Cool ( 7c - 14c),20.923077
1998,2. Cool ( 7c - 14c),15.692308
1999,2. Cool ( 7c - 14c),20.923077
2000,2. Cool ( 7c - 14c),12.307692
2001,2. Cool ( 7c - 14c),7.384615
2002,2. Cool ( 7c - 14c),20.923077
2003,1. Cold (under 7c),9.846154
2004,1. Cold (under 7c),26.307692
2005,2. Cool ( 7c - 14c),8
2006,2. Cool ( 7c - 14c),13.230769
2007,4. Hot  (20c and over),12.923077
2008,4. Hot  (20c and over),18.076923
2009,4. Hot  (20c and over),16.384615
2010,4. Hot  (20c and over),16.384615
2011,4. Hot  (20c and over),7.615385
2012,1. Cold (under 7c),14.307692
2013,1. Cold (under 7c),14.307692
2014,4. Hot  (20c and over),12.923077
2015,1. Cold (under 7c),11.384615
2016,2. Cool ( 7c - 14c),14.076923
2017,2. Cool ( 7c - 14c),7.153846
2018,2. Cool ( 7c - 14c),12.307692
2019,2. Cool ( 7c - 14c),13.307692
2020,4. Hot  (20c and over),12.923077
2021,4. Hot  (20c and over),12.538462
2022,4. Hot  (20c and over),18.692308
2023,4. Hot  (20c and over),6.153846
2024,1. Cold (under 7c),18
2025,2. Cool ( 7c - 14c),8.769231
2026,2. Cool ( 7c - 14c),9.538462
2027,3. (Warm 15c- 19c),20.615385
2028,1. Cold (under 7c),14.230769
2029,1. Cold (under 7c),18
2030,2. Cool ( 7c - 14c),7.384615
2031,1. Cold (under 7c),14.230769
2032,4. Hot  (20c and over),6.153846
2033,2. Cool ( 7c - 14c),7.153846
2034,1. Cold (under 7c),26.307692
2035,2. Cool ( 7c - 14c),12.307692
2036,2. Cool ( 7c - 14c),12.307692
2037,2. Cool ( 7c - 14c),7.384615
2038,4. Hot  (20c and over),15.230769
2039,4. Hot  (20c and over),18.692308
2040,1. Cold (under 7c),19.846154
2041,4. Hot  (20c and over),12.923077
2042,4. Hot  (20c and over),8.692308
2043,2. Cool ( 7c - 14c),17.153846
2044,4. Hot  (20c and over),7.615385
2045,4. Hot  (20c and over),13.307692
2046,4. Hot  (20c and over),16.384615
2047,1. Cold (under 7c),14.846154
2048,2. Cool ( 7c - 14c),17.153846
2049,4. Hot  (20c and over),12.923077
2050,2. Cool ( 7c - 14c),17.230769
2051,1. Cold (under 7c),11.846154
2052,4. Hot  (20c and over),15.230769
2053,2. Cool ( 7c - 14c),7.153846
2054,4. Hot  (20c and over),12.923077
2055,2. Cool ( 7c - 14c),8.769231
2056,4. Hot  (20c and over),18.692308
2057,2. Cool ( 7c - 14c),17.230769
2058,4. Hot  (20c and over),6.153846
2059,1. Cold (under 7c),9.846154
2060,1. Cold (under 7c),14.230769
2061,3. (Warm 15c- 19c),20.615385
2062,4. Hot  (20c and over),12.538462
2063,2. Cool ( 7c - 14c),17.230769
2064,4. Hot  (20c and over),6.153846
2065,2. Cool ( 7c - 14c),7.384615
2066,1. Cold (under 7c),19.538462
2067,1. Cold (under 7c),19.538462
2068,2. Cool ( 7c - 14c),9.538462
2069,2. Cool ( 7c - 14c),8.769231
2070,2. Cool ( 7c - 14c),12.307692
2071,4. Hot  (20c and over),15.230769
2072,3. (Warm 15c- 19c),20.615385
2073,2. Cool ( 7c - 14c),17.230769
2074,2. Cool ( 7c - 14c),17.230769
2075,4. Hot  (20c and over),6.153846
2076,4. Hot  (20c and over),12.923077
2077,2. Cool ( 7c - 14c),7.384615
2078,2. Cool ( 7c - 14c),7.153846
2079,4. Hot  (20c and over),18.692308
2080,4. Hot  (20c and over),7.615385
2081,4. Hot  (20c and over),13.307692
2082,1. Cold (under 7c),14.846154
2083,4. Hot  (20c and over),18.076923
2084,4. Hot  (20c and over),8.692308
2085,1. Cold (under 7c),19.153846
2086,1. Cold (under 7c),22.538462
2087,1. Cold (under 7c),22.615385
2088,3. (Warm 15c- 19c),20.615385
2089,4. Hot  (20c and over),12.538462
2090,4. Hot  (20c and over),12.538462
2091,4. Hot  (20c and over),18.692308
2092,4. Hot  (20c and over),12.923077
2093,4. Hot  (20c and over),6.153846
2094,2. Cool ( 7c - 14c),7.153846
2095,4. Hot  (20c and over),6.923077
2096,2. Cool ( 7c - 14c),13.307692
2097,1. Cold (under 7c),18
2098,4. Hot  (20c and over),6.923077
